Followers,Following,Posts,Engagement Rate (%),Avg Likes per Post,Avg Comments per Post,Verified,Account Age (Years),Bio Text,Account Type
7528,2588,345,8.75,416,66,0,6,Aspiring artist | Drawing my dreams,Real
16783,2854,85,4.730979039237133,522,54,0,11,Sharing moments from my journey,Real
27522,3581,446,1.9715737691069275,554,18,1,8,Foodie | Reviews and recipes,Real
16729,625,73,2.33,676,31,0,10,Aspiring artist | Drawing my dreams,Fake
12146,2555,354,9.51,372,91,0,2,Business inquiries? Contact below 👇,Real
16653,1132,123,5.273068909870056,663,54,0,7,Fitness enthusiast 💪 | Health advocate,Fake
21401,1351,433,6.26,623,34,0,2,DM for collaborations or inquiries!,Real
31880,1372,441,5.81,289,62,0,10,Personal blog | Stay positive ✨,Real
36942,1735,296,2.3853269642262496,999,61,1,9,Photographer and content creator 📸,Fake
18210,4002,22,9.56,620,22,0,7,Foodie | Reviews and recipes,Fake
11989,524,198,5.988036582170884,232,49,0,7,Check out my website for more updates!,Fake
34671,3197,347,4.86,342,41,0,2,Love exploring new places 🌎,Real
11408,2754,213,2.69,436,8,0,2,Sharing moments from my journey,Real
27424,2516,49,5.762988775947852,999,49,1,5,Nature lover | Saving the planet 🌍,Fake
21053,1711,77,5.39,543,80,0,10,Digital nomad living my best life 🌴,Fake
27381,3295,493,5.33,257,2,0,4,Foodie | Reviews and recipes,Real
41571,4365,161,6.82,270,35,0,9,Follow for daily inspiration 🌟,Fake
32954,4216,66,0.31,33,78,0,2,Sharing moments from my journey,Real
28852,1051,465,4.71,328,51,0,9,Personal blog | Stay positive ✨,Fake
40913,477,337,8.07,119,98,0,9,Business inquiries? Contact below 👇,Fake
8159,1113,14,8.95,356,37,1,6,Personal blog | Stay positive ✨,Fake
25355,1648,216,1.4015821171745726,796,99,0,8,Check out my website for more updates!,Fake
14651,3573,183,5.74,313,95,0,7,Sharing moments from my journey,Fake
30795,366,217,9.52,299,45,0,10,Digital nomad living my best life 🌴,Real
30809,1547,95,5.104480972424895,483,51,1,7,Love exploring new places 🌎,Fake
6444,1390,159,4.599970831131656,709,60,1,11,Personal blog | Stay positive ✨,Fake
24912,1692,201,7.69,577,14,0,3,Digital nomad living my best life 🌴,Real
3318,4088,421,0.9,141,58,0,4,Love exploring new places 🌎,Fake
24280,3427,116,5.34,928,92,0,10,Nature lover | Saving the planet 🌍,Fake
4387,2681,80,6.17,770,67,0,6,Digital nomad living my best life 🌴,Real
9639,3965,3,7.46,677,52,0,4,Digital nomad living my best life 🌴,Fake
14367,2236,391,9.96,188,76,1,9,Business inquiries? Contact below 👇,Real
29353,489,192,7.44,856,95,0,2,Passionate traveler and food lover,Real
42959,4124,239,2.41,551,59,0,6,Foodie | Reviews and recipes,Real
41458,21,282,9.54,843,67,0,9,Business inquiries? Contact below 👇,Fake
12982,2691,169,5.79,218,38,1,10,Photographer and content creator 📸,Real
3997,1868,311,1.292899374534762,469,74,1,7,Digital nomad living my best life 🌴,Real
29055,2792,226,5.416955954722188,551,9,1,7,Entrepreneur & lifestyle blogger,Fake
8296,724,19,6.03,346,32,1,5,Check out my website for more updates!,Fake
54,18,85,9.55,704,72,0,3,Check out my website for more updates!,Real
40856,2660,339,6.44,563,56,1,6,Digital nomad living my best life 🌴,Fake
37492,652,335,6.94,818,66,0,11,Follow for daily inspiration 🌟,Real
26451,1584,372,8.19,355,33,0,4,Digital nomad living my best life 🌴,Fake
49007,4999,273,3.654443663432653,163,73,1,10,Sharing moments from my journey,Fake
11980,4999,311,2.072314264430521,0,28,1,3,Nature lover | Saving the planet 🌍,Real
30079,1996,28,1.02,103,87,0,11,Foodie | Reviews and recipes,Fake
31983,1414,140,5.19,991,86,0,4,Business inquiries? Contact below 👇,Fake
21296,2105,221,5.864141513878411,999,89,0,5,DM for collaborations or inquiries!,Real
28441,4991,344,5.17360806874161,601,92,1,7,Passionate traveler and food lover,Real
19050,1891,301,10.0,944,41,0,7,DM for collaborations or inquiries!,Fake
21690,868,153,5.046709111307552,483,61,0,7,Nature lover | Saving the planet 🌍,Real
29718,4115,224,1.02,750,30,0,9,Passionate traveler and food lover,Fake
13569,2040,373,9.24,10,20,0,2,Foodie | Reviews and recipes,Fake
40022,1353,5,9.73,18,53,0,7,Photographer and content creator 📸,Fake
21676,453,204,3.676216844427265,984,31,1,1,Love exploring new places 🌎,Fake
35523,2475,175,0.64,409,38,0,2,Fitness enthusiast 💪 | Health advocate,Real
28544,4820,257,6.020574365702972,115,70,0,7,Entrepreneur & lifestyle blogger,Fake
19988,2093,6,9.89,595,23,0,4,Aspiring artist | Drawing my dreams,Fake
27769,1957,261,4.108696145842222,109,83,1,6,Follow for daily inspiration 🌟,Fake
17810,958,51,0.72,258,78,0,5,Foodie | Reviews and recipes,Real
9014,3660,8,4.7,31,6,1,7,Fitness enthusiast 💪 | Health advocate,Fake
14111,4999,110,1.2931233635172017,381,55,1,10,Aspiring artist | Drawing my dreams,Real
22182,1988,237,4.79,43,2,0,2,Passionate traveler and food lover,Real
9787,4302,365,7.42,931,7,0,7,Aspiring artist | Drawing my dreams,Real
48838,2904,320,4.17,934,90,0,10,Aspiring artist | Drawing my dreams,Fake
9516,4088,19,3.473321291955481,0,85,1,8,Entrepreneur & lifestyle blogger,Real
45707,3757,323,2.05,3,90,1,8,Digital nomad living my best life 🌴,Real
48297,1490,290,0.78,722,1,0,8,Entrepreneur & lifestyle blogger,Fake
19711,1841,215,7.57,380,33,0,4,Personal blog | Stay positive ✨,Fake
3823,2149,422,6.98,409,39,0,8,Passionate traveler and food lover,Real
7616,3773,486,2.78,508,21,0,1,Aspiring artist | Drawing my dreams,Real
24105,918,36,1.26,555,24,0,9,Nature lover | Saving the planet 🌍,Real
34669,3641,163,9.15,39,91,0,6,Follow for daily inspiration 🌟,Real
42867,2103,102,6.77,733,27,0,2,Photographer and content creator 📸,Fake
21351,4999,345,4.271660655568127,698,23,0,9,Aspiring artist | Drawing my dreams,Fake
6842,4747,4,9.211466207571918,383,47,1,9,Digital nomad living my best life 🌴,Fake
47349,4090,74,8.58,575,99,0,3,Personal blog | Stay positive ✨,Real
17884,4203,307,7.05,792,77,0,4,Digital nomad living my best life 🌴,Real
22503,1548,143,9.29593110643814,761,8,0,7,Aspiring artist | Drawing my dreams,Fake
30831,2094,201,7.34,518,80,0,7,Nature lover | Saving the planet 🌍,Fake
10964,1014,257,5.43,94,15,0,10,Follow for daily inspiration 🌟,Fake
40282,684,53,1.12,388,13,1,4,Digital nomad living my best life 🌴,Fake
39658,2164,0,1.049690861884137,301,54,1,5,Love exploring new places 🌎,Real
13209,665,209,1.7,181,63,0,11,Love exploring new places 🌎,Fake
27055,10,294,6.509123599024641,144,17,1,3,DM for collaborations or inquiries!,Fake
38007,4834,269,2.06,879,87,0,3,DM for collaborations or inquiries!,Real
1481,2601,366,5.7,195,95,0,10,DM for collaborations or inquiries!,Fake
20408,3569,20,8.79,687,83,0,6,Fitness enthusiast 💪 | Health advocate,Real
33250,3565,490,7.64,597,84,0,8,Love exploring new places 🌎,Real
9058,438,317,7.08,970,47,0,2,Personal blog | Stay positive ✨,Real
2605,4220,155,4.27,516,64,0,2,Passionate traveler and food lover,Fake
41294,2394,259,7.21,485,94,0,10,Foodie | Reviews and recipes,Real
35365,2553,345,0.93,535,79,0,8,Business inquiries? Contact below 👇,Real
43645,2116,112,8.08,271,32,0,10,Aspiring artist | Drawing my dreams,Real
14177,2975,117,2.16,486,21,0,7,Digital nomad living my best life 🌴,Real
10688,4090,57,9.44,587,39,1,11,Aspiring artist | Drawing my dreams,Fake
14303,3118,498,6.35,83,94,0,6,Digital nomad living my best life 🌴,Real
10613,3817,86,6.77,406,90,0,10,Aspiring artist | Drawing my dreams,Real
49998,186,0,2.969549928519116,400,99,1,6,Business inquiries? Contact below 👇,Real
6355,3454,282,2.067004438195622,658,52,0,6,Follow for daily inspiration 🌟,Real
11279,1461,33,3.77,435,63,0,2,Aspiring artist | Drawing my dreams,Fake
5740,1508,316,10.0,119,51,1,7,Check out my website for more updates!,Fake
16145,185,328,1.38,747,32,0,4,Love exploring new places 🌎,Fake
33285,3013,273,6.459343667790037,0,56,0,7,Foodie | Reviews and recipes,Fake
43178,374,490,8.22,405,30,0,2,Foodie | Reviews and recipes,Fake
20212,2409,67,3.91,522,49,0,9,Aspiring artist | Drawing my dreams,Fake
19953,4683,144,1.47,329,53,0,8,Business inquiries? Contact below 👇,Fake
3946,3191,126,7.22,453,92,0,11,DM for collaborations or inquiries!,Real
33861,3033,364,6.18,983,91,0,9,Digital nomad living my best life 🌴,Fake
15289,2844,379,8.46,6,94,0,7,Digital nomad living my best life 🌴,Real
4976,1045,132,6.46,722,67,0,3,DM for collaborations or inquiries!,Real
37793,3509,498,2.9393926034440683,619,31,0,4,Check out my website for more updates!,Real
45336,2763,164,3.691133515259299,566,28,0,1,Aspiring artist | Drawing my dreams,Fake
29638,2475,247,8.438731252560776,375,1,1,8,Photographer and content creator 📸,Real
250,2645,273,6.75,553,27,0,4,Foodie | Reviews and recipes,Real
13716,2253,289,9.89,776,94,0,1,Aspiring artist | Drawing my dreams,Fake
3813,2811,387,2.43,621,81,1,4,Love exploring new places 🌎,Fake
7061,3921,17,5.96,719,59,0,11,Foodie | Reviews and recipes,Fake
37980,750,263,2.393085318608643,263,74,0,2,Business inquiries? Contact below 👇,Real
37741,133,185,1.35,502,31,0,7,Sharing moments from my journey,Fake
7286,3201,79,5.261189497294749,775,49,1,11,Passionate traveler and food lover,Real
3062,935,410,4.18,856,46,0,1,Fitness enthusiast 💪 | Health advocate,Real
13662,4210,206,8.1,790,52,0,4,Sharing moments from my journey,Real
35607,3490,477,5.09,679,78,0,8,Entrepreneur & lifestyle blogger,Real
39784,279,41,3.181775655873439,588,42,0,7,Photographer and content creator 📸,Real
37927,3543,168,4.525481666764157,438,0,0,4,Fitness enthusiast 💪 | Health advocate,Fake
11236,2397,286,1.98,215,0,0,8,DM for collaborations or inquiries!,Fake
19961,461,121,7.87,293,98,0,3,Passionate traveler and food lover,Real
41793,4215,79,7.18,751,53,0,6,Sharing moments from my journey,Real
11743,4410,324,5.770490590910056,581,39,1,5,Fitness enthusiast 💪 | Health advocate,Fake
43792,2359,245,9.962372847794295,406,86,1,11,Entrepreneur & lifestyle blogger,Real
32184,954,245,3.2735513356929538,446,48,0,8,Passionate traveler and food lover,Fake
28000,1843,9,2.39,331,19,0,3,Foodie | Reviews and recipes,Fake
24448,2723,307,7.51,714,90,0,10,Passionate traveler and food lover,Real
35095,17,169,6.26,104,44,0,9,Digital nomad living my best life 🌴,Fake
13605,3186,84,3.8,642,11,0,7,Love exploring new places 🌎,Real
9542,758,3,0.12,683,39,0,9,Follow for daily inspiration 🌟,Fake
47798,2732,115,0.22,666,62,0,6,DM for collaborations or inquiries!,Real
32322,1239,67,5.23,780,85,0,2,Check out my website for more updates!,Real
21043,576,210,7.037785344328463,718,35,0,11,Passionate traveler and food lover,Fake
23504,4138,119,8.94,886,23,0,7,Personal blog | Stay positive ✨,Fake
34089,1909,476,8.08,416,74,0,5,Photographer and content creator 📸,Real
37015,4096,435,3.5352226821410597,249,90,1,5,Nature lover | Saving the planet 🌍,Fake
32481,1959,221,5.616969058727662,159,99,1,6,Love exploring new places 🌎,Real
891,674,261,7.68,160,47,1,10,Aspiring artist | Drawing my dreams,Real
26072,4048,496,3.08,842,14,0,11,Photographer and content creator 📸,Real
18636,1722,146,4.71,390,85,0,5,Photographer and content creator 📸,Fake
12496,435,146,3.57,699,47,0,7,Love exploring new places 🌎,Fake
41934,950,248,9.89,633,98,0,8,Follow for daily inspiration 🌟,Fake
711,3278,375,3.417667364665204,594,35,0,6,DM for collaborations or inquiries!,Real
33866,2408,142,1.41,562,2,0,4,Entrepreneur & lifestyle blogger,Fake
10872,1158,259,0.81,458,15,0,4,Business inquiries? Contact below 👇,Real
28221,76,161,9.31,50,47,0,10,Check out my website for more updates!,Fake
23999,2153,0,3.4536698998216657,333,56,1,9,Personal blog | Stay positive ✨,Real
16192,190,271,6.079845528308079,390,60,0,3,Entrepreneur & lifestyle blogger,Fake
17264,2830,447,4.377047929240582,93,99,0,8,Sharing moments from my journey,Fake
34433,4226,367,6.81,599,80,0,10,Sharing moments from my journey,Fake
3251,4974,380,5.96,983,41,0,8,Foodie | Reviews and recipes,Fake
46549,2452,451,3.513328694695637,387,77,0,4,Nature lover | Saving the planet 🌍,Real
23858,4942,376,5.87,44,79,0,3,Check out my website for more updates!,Fake
31632,1500,292,6.17,864,55,0,6,Nature lover | Saving the planet 🌍,Fake
43009,1464,82,2.5149523488632086,432,25,1,6,Entrepreneur & lifestyle blogger,Fake
21211,10,280,0.0,738,66,0,8,Love exploring new places 🌎,Real
39200,4269,189,6.55,225,59,1,9,Business inquiries? Contact below 👇,Real
23663,4352,42,6.79,476,57,1,10,Aspiring artist | Drawing my dreams,Fake
27767,1046,240,1.26,424,23,0,11,Photographer and content creator 📸,Fake
28126,3147,419,8.08,448,3,0,6,Personal blog | Stay positive ✨,Real
27665,3016,117,7.08,189,42,0,11,Foodie | Reviews and recipes,Fake
39819,2312,138,1.8726482084538327,541,0,1,6,Nature lover | Saving the planet 🌍,Fake
11275,2488,223,8.1,109,6,0,10,Sharing moments from my journey,Fake
13210,4376,462,9.68,998,27,0,8,Digital nomad living my best life 🌴,Fake
53,10,445,8.522757922565939,253,46,1,3,Check out my website for more updates!,Fake
20545,157,445,4.11,815,3,0,10,Aspiring artist | Drawing my dreams,Fake
33086,2769,179,10.0,59,0,1,5,Entrepreneur & lifestyle blogger,Fake
30257,3685,305,7.342712750144959,608,85,1,9,Foodie | Reviews and recipes,Fake
21017,2626,234,1.788530473361781,549,0,1,1,Love exploring new places 🌎,Fake
23252,1022,380,2.72,907,0,1,2,Love exploring new places 🌎,Fake
44453,640,422,5.53,363,63,0,3,Photographer and content creator 📸,Real
29876,4580,456,2.71,146,65,0,5,Personal blog | Stay positive ✨,Real
27483,1054,333,5.54,382,10,0,8,Personal blog | Stay positive ✨,Fake
19924,4244,124,8.92,227,9,0,10,Digital nomad living my best life 🌴,Fake
23278,1852,191,4.1522270489047735,382,64,0,6,Business inquiries? Contact below 👇,Real
25521,941,121,8.34,359,25,0,8,Nature lover | Saving the planet 🌍,Real
38798,2580,108,1.72,501,40,0,2,Passionate traveler and food lover,Fake
28288,2005,244,7.75069193234313,508,14,1,6,Entrepreneur & lifestyle blogger,Fake
34261,10,257,7.824310258570766,365,38,0,5,Follow for daily inspiration 🌟,Fake
41298,2245,415,9.35,153,82,0,6,Digital nomad living my best life 🌴,Real
36160,665,456,7.77,54,44,0,7,Photographer and content creator 📸,Real
43132,2714,104,6.69,83,55,0,9,Aspiring artist | Drawing my dreams,Real
1454,247,139,8.41,307,55,0,7,Passionate traveler and food lover,Real
30866,42,181,8.70827925344231,686,50,0,10,Passionate traveler and food lover,Fake
19705,3780,473,2.42,356,56,0,2,Foodie | Reviews and recipes,Real
9605,1324,166,5.71,366,42,0,4,Aspiring artist | Drawing my dreams,Fake
43005,2368,415,3.22,423,33,0,4,Passionate traveler and food lover,Real
27142,2971,452,4.01,724,84,0,9,Photographer and content creator 📸,Real
44887,2295,372,1.41,94,36,0,3,Personal blog | Stay positive ✨,Real
220,4895,435,7.23,525,41,0,4,Follow for daily inspiration 🌟,Fake
18592,1837,99,7.5555444507358835,757,62,0,10,Digital nomad living my best life 🌴,Real
39139,976,22,9.56,575,67,0,9,Passionate traveler and food lover,Real
20221,4528,391,5.827394775048129,702,47,1,8,Sharing moments from my journey,Real
20872,2761,327,7.16,247,64,0,3,Sharing moments from my journey,Real
16831,1048,310,0.69,183,7,0,9,Follow for daily inspiration 🌟,Real
40311,4771,224,8.163688439881538,440,47,0,9,Sharing moments from my journey,Fake
21295,10,215,5.124349980994595,145,99,0,2,Photographer and content creator 📸,Fake
22208,3634,344,9.103011475123456,484,84,0,1,Sharing moments from my journey,Real
3910,4869,38,8.73,958,84,0,2,Fitness enthusiast 💪 | Health advocate,Real
30958,4679,88,9.2,358,17,0,2,Photographer and content creator 📸,Fake
11540,2373,62,5.992610268417105,482,63,1,6,Business inquiries? Contact below 👇,Fake
26552,2404,99,1.7422587998653736,300,26,1,5,Fitness enthusiast 💪 | Health advocate,Fake
7678,3094,165,8.095277314184411,555,43,1,7,Check out my website for more updates!,Fake
271,4881,429,4.24,145,67,0,6,Fitness enthusiast 💪 | Health advocate,Fake
36016,1349,371,7.288111467553179,648,75,0,2,Photographer and content creator 📸,Real
53,3796,499,1.346022717576944,616,53,1,6,Personal blog | Stay positive ✨,Real
32209,2720,319,6.55,404,17,1,8,Sharing moments from my journey,Fake
18891,4999,499,4.783765530415089,948,11,1,6,Personal blog | Stay positive ✨,Fake
10587,675,246,1.53,993,25,0,3,Love exploring new places 🌎,Fake
2749,1099,400,9.18,268,69,0,6,Aspiring artist | Drawing my dreams,Real
38424,766,499,6.91,306,81,0,7,Personal blog | Stay positive ✨,Real
35514,3174,70,0.36,551,79,0,3,Love exploring new places 🌎,Fake
48785,1478,284,5.082531363708614,808,35,0,3,Love exploring new places 🌎,Real
45504,2161,92,6.65,534,15,1,6,Sharing moments from my journey,Real
53,3992,196,7.3391234907131615,126,69,1,9,Nature lover | Saving the planet 🌍,Real
1004,3839,50,2.06,13,20,0,7,Fitness enthusiast 💪 | Health advocate,Fake
2396,3473,162,1.08,184,98,0,3,Sharing moments from my journey,Real
41618,765,493,8.72,250,96,0,11,Digital nomad living my best life 🌴,Real
15001,584,204,6.16,630,74,0,10,Digital nomad living my best life 🌴,Fake
24897,2155,242,8.58,309,27,0,9,Aspiring artist | Drawing my dreams,Real
1604,3038,161,1.28,823,11,0,5,Aspiring artist | Drawing my dreams,Fake
28433,2101,269,0.4,885,89,0,6,Passionate traveler and food lover,Fake
49998,10,323,8.998615359818444,100,30,0,4,Aspiring artist | Drawing my dreams,Real
1721,1791,34,2.24,697,91,0,8,Follow for daily inspiration 🌟,Fake
24726,3101,132,8.41,761,19,0,6,Check out my website for more updates!,Fake
30012,3760,159,2.11,731,25,0,2,Business inquiries? Contact below 👇,Real
17935,992,49,8.62,634,97,0,2,Check out my website for more updates!,Real
5617,2605,361,9.08,27,4,0,9,Passionate traveler and food lover,Fake
34504,2127,52,2.03,522,25,0,8,Digital nomad living my best life 🌴,Real
34344,2470,264,9.97216211494473,710,43,1,9,Entrepreneur & lifestyle blogger,Fake
31732,1239,392,0.74,97,39,0,8,Personal blog | Stay positive ✨,Real
34370,3174,272,3.84,138,51,0,5,Nature lover | Saving the planet 🌍,Fake
40052,550,68,6.4,467,37,0,8,Entrepreneur & lifestyle blogger,Real
47432,2181,407,4.36,762,98,0,7,Foodie | Reviews and recipes,Real
6974,3526,220,6.565223313999599,688,0,1,7,Follow for daily inspiration 🌟,Fake
21922,885,352,3.39,343,39,0,2,Photographer and content creator 📸,Fake
20114,852,439,8.5,919,53,0,6,Business inquiries? Contact below 👇,Fake
33795,4946,242,9.651287421755864,612,38,1,4,Photographer and content creator 📸,Fake
21756,1691,286,0.96,19,43,0,2,Check out my website for more updates!,Real
31641,2087,111,3.7478033423688712,932,35,0,5,Personal blog | Stay positive ✨,Real
22380,2716,205,4.841638633797113,801,57,1,10,Love exploring new places 🌎,Real
3312,1571,107,4.89,131,42,0,10,Love exploring new places 🌎,Real
22234,3204,18,6.26,316,67,0,4,Photographer and content creator 📸,Fake
20692,3604,8,2.17,862,48,0,3,Foodie | Reviews and recipes,Fake
37615,4084,359,3.5,78,72,1,8,Nature lover | Saving the planet 🌍,Fake
25998,3388,27,8.35,30,68,0,2,Love exploring new places 🌎,Real
37326,3099,132,4.04,499,14,0,11,Personal blog | Stay positive ✨,Real
7946,4028,11,3.77,522,70,0,2,Follow for daily inspiration 🌟,Real
33478,3148,456,6.56,583,92,0,6,Digital nomad living my best life 🌴,Real
26256,3582,120,7.44,815,75,0,8,Aspiring artist | Drawing my dreams,Fake
48134,4196,390,7.8,926,40,0,5,Sharing moments from my journey,Real
28823,3026,284,7.37,52,83,0,4,Love exploring new places 🌎,Real
6260,465,410,4.9,790,58,0,6,Business inquiries? Contact below 👇,Fake
53,4498,56,7.807508972548659,345,60,0,8,Fitness enthusiast 💪 | Health advocate,Real
33009,650,357,8.48,617,77,0,6,Check out my website for more updates!,Real
26726,1551,196,7.86,879,62,0,1,Photographer and content creator 📸,Fake
19037,4513,294,4.500842681471594,333,54,1,8,Follow for daily inspiration 🌟,Fake
9746,134,194,1.8,331,49,0,2,Aspiring artist | Drawing my dreams,Real
11045,3010,230,3.19,49,48,0,10,Fitness enthusiast 💪 | Health advocate,Real
45064,4418,165,4.847285892595696,143,67,0,5,Photographer and content creator 📸,Fake
35169,4233,175,5.82,181,15,0,4,Nature lover | Saving the planet 🌍,Real
12873,40,198,6.5,693,97,0,7,Nature lover | Saving the planet 🌍,Fake
47032,3577,360,1.57,204,98,0,8,Follow for daily inspiration 🌟,Real
6962,4109,343,3.2082949606654205,372,54,1,9,DM for collaborations or inquiries!,Real
25291,1418,80,9.1,392,15,0,1,Love exploring new places 🌎,Real
42846,2580,349,4.98,567,7,0,9,Photographer and content creator 📸,Real
30312,2116,364,4.21,726,81,0,4,Personal blog | Stay positive ✨,Fake
17410,1798,102,4.5,885,74,0,2,Nature lover | Saving the planet 🌍,Real
47313,2621,45,6.89,149,1,0,11,Fitness enthusiast 💪 | Health advocate,Fake
593,800,406,6.33,394,95,0,5,Fitness enthusiast 💪 | Health advocate,Fake
35778,1138,499,4.99,94,19,0,6,Love exploring new places 🌎,Real
17957,2147,283,3.21,480,98,0,6,Personal blog | Stay positive ✨,Fake
6909,2747,177,6.417902671321127,42,41,0,6,Sharing moments from my journey,Fake
43020,1757,55,6.52,442,94,0,3,Foodie | Reviews and recipes,Fake
4733,4230,385,6.19,274,90,0,8,Check out my website for more updates!,Real
29501,1806,140,2.5,997,42,0,7,Personal blog | Stay positive ✨,Real
38177,700,270,2.318351601371427,403,40,0,6,Love exploring new places 🌎,Fake
4638,3482,439,5.08,405,64,0,2,Nature lover | Saving the planet 🌍,Real
19763,4488,317,10.0,834,20,1,2,Aspiring artist | Drawing my dreams,Fake
20228,1030,149,0.0,888,72,0,1,DM for collaborations or inquiries!,Real
22699,10,147,3.663424025650949,0,12,0,1,Foodie | Reviews and recipes,Real
289,403,417,7.8,542,24,0,7,Photographer and content creator 📸,Fake
24271,3638,308,8.580174271153666,398,73,1,7,Business inquiries? Contact below 👇,Fake
45145,4233,354,6.654801823149742,70,0,1,6,Personal blog | Stay positive ✨,Real
25832,1543,60,7.25,573,42,0,10,Digital nomad living my best life 🌴,Fake
13722,3846,146,4.442541703332314,132,0,1,3,Personal blog | Stay positive ✨,Real
24937,241,373,1.53,603,27,0,6,Nature lover | Saving the planet 🌍,Fake
12483,2151,499,0.0,792,86,1,3,Nature lover | Saving the planet 🌍,Fake
31688,2561,464,9.6,514,97,0,2,Business inquiries? Contact below 👇,Real
20378,2084,278,2.85,828,58,0,9,Fitness enthusiast 💪 | Health advocate,Fake
45714,1638,140,0.3092130505452672,742,30,1,7,Aspiring artist | Drawing my dreams,Fake
29237,3346,95,2.3706396761888406,441,38,1,7,Photographer and content creator 📸,Real
39189,3932,203,1.26,252,95,0,9,Check out my website for more updates!,Real
36997,2150,329,9.778507173898,843,27,1,9,Fitness enthusiast 💪 | Health advocate,Real
5011,4048,392,9.26,894,70,0,6,Foodie | Reviews and recipes,Real
4966,4614,260,2.43,116,52,0,10,Photographer and content creator 📸,Fake
49998,4396,180,4.411646430974141,412,84,0,3,Fitness enthusiast 💪 | Health advocate,Real
4661,3340,341,2.22,234,30,0,9,Fitness enthusiast 💪 | Health advocate,Fake
2985,660,7,0.54,962,0,0,9,DM for collaborations or inquiries!,Fake
29497,2852,498,0.01,805,10,0,10,Photographer and content creator 📸,Fake
36088,2888,426,9.06,881,1,0,10,Business inquiries? Contact below 👇,Real
32707,1440,0,3.679859083018292,592,0,1,1,Personal blog | Stay positive ✨,Fake
14928,3257,42,1.54,584,8,0,9,Sharing moments from my journey,Fake
39428,4811,331,4.68,364,66,1,10,Digital nomad living my best life 🌴,Fake
7250,1203,346,6.07,436,54,0,7,Photographer and content creator 📸,Fake
37906,225,226,6.54,763,21,0,7,Love exploring new places 🌎,Fake
30706,1919,49,0.59,859,20,0,6,Nature lover | Saving the planet 🌍,Real
22207,2189,53,5.0,102,93,0,10,Check out my website for more updates!,Fake
53,3001,182,8.012605286081321,212,82,0,5,Entrepreneur & lifestyle blogger,Real
22262,2965,419,6.712800754799341,125,21,0,5,DM for collaborations or inquiries!,Real
16322,10,280,5.385761347895126,550,12,0,5,Check out my website for more updates!,Real
13742,3089,0,0.0,222,67,1,8,Aspiring artist | Drawing my dreams,Fake
8073,3008,490,4.204574777620792,782,66,1,3,Photographer and content creator 📸,Fake
31493,2039,60,4.04,827,80,0,8,Entrepreneur & lifestyle blogger,Fake
42126,2519,137,6.350000212049807,17,68,0,6,Nature lover | Saving the planet 🌍,Fake
27891,3801,402,5.266914511442971,185,31,1,3,Digital nomad living my best life 🌴,Real
19755,3131,333,3.325378137926158,531,45,0,6,Business inquiries? Contact below 👇,Real
49087,525,145,7.08,195,14,0,5,Follow for daily inspiration 🌟,Real
13763,4427,89,9.66,592,1,0,7,Check out my website for more updates!,Real
4329,761,222,2.62,45,56,0,10,Passionate traveler and food lover,Real
7663,3896,325,3.07,158,61,1,6,Check out my website for more updates!,Real
21051,4790,146,3.55,416,82,0,4,Nature lover | Saving the planet 🌍,Real
28542,3704,308,6.999187644948911,999,93,1,6,Aspiring artist | Drawing my dreams,Fake
46192,4716,216,1.57,714,99,1,6,Entrepreneur & lifestyle blogger,Real
8177,1838,499,1.332406546271784,0,20,0,9,Nature lover | Saving the planet 🌍,Fake
27078,3112,201,6.221087091651587,0,96,1,4,Nature lover | Saving the planet 🌍,Real
3497,2628,264,5.4,952,82,0,10,Foodie | Reviews and recipes,Fake
33544,1735,377,2.61,423,23,0,6,Fitness enthusiast 💪 | Health advocate,Real
26712,224,499,1.0852978585998665,0,45,0,9,Digital nomad living my best life 🌴,Real
9613,1575,318,3.64,261,22,1,9,Photographer and content creator 📸,Fake
32674,752,69,0.65,660,0,0,4,Follow for daily inspiration 🌟,Real
20004,3359,336,1.96,74,31,0,11,Entrepreneur & lifestyle blogger,Real
47725,299,105,3.8272642088822058,168,99,0,7,Aspiring artist | Drawing my dreams,Real
44689,828,391,4.27,98,56,0,7,Photographer and content creator 📸,Real
37855,4874,258,2.25,671,3,0,4,Aspiring artist | Drawing my dreams,Fake
30713,2228,485,8.298821781291334,727,0,1,1,Entrepreneur & lifestyle blogger,Fake
26105,10,341,5.674691402122346,897,16,0,8,Personal blog | Stay positive ✨,Fake
26884,3617,317,3.8578815418590535,877,63,0,6,Business inquiries? Contact below 👇,Fake
29674,2016,411,2.9752649853752957,769,45,1,6,Photographer and content creator 📸,Fake
48505,2392,134,5.26,111,83,0,8,Foodie | Reviews and recipes,Real
16158,2604,489,5.49,758,27,0,2,Photographer and content creator 📸,Real
10460,4344,368,4.014373371378111,430,61,0,7,Aspiring artist | Drawing my dreams,Real
6701,846,413,7.900276022578956,800,67,1,7,Personal blog | Stay positive ✨,Real
20365,3807,195,6.69,367,54,0,6,Passionate traveler and food lover,Fake
10380,3486,486,3.56,338,59,0,11,Passionate traveler and food lover,Fake
14522,4004,349,0.54,829,0,0,8,Check out my website for more updates!,Fake
11137,1587,382,9.05,613,34,0,2,Sharing moments from my journey,Real
3846,4731,193,4.52,622,11,0,2,Passionate traveler and food lover,Real
34218,4784,499,6.5,422,8,1,5,Personal blog | Stay positive ✨,Fake
12035,2481,421,5.368687091527521,939,39,0,8,Digital nomad living my best life 🌴,Real
