Followers,Following,Posts,Engagement Rate (%),Avg Likes per Post,Avg Comments per Post,Verified,Account Age (Years),Bio Text,Account Type
6840,4734,31,2.78,993,87,1,5,Sharing moments from my journey,Fake
21293,4216,127,7.01,983,16,0,3,Foodie | Reviews and recipes,Fake
565,1622,390,2.13,560,30,0,6,Foodie | Reviews and recipes,Fake
4863,3293,63,5.59,413,2,0,8,Love exploring new places 🌎,Fake
22431,1511,489,6.5,87,31,0,8,DM for collaborations or inquiries!,Fake
29547,3809,28,4.56,386,54,0,5,Passionate traveler and food lover,Real
25793,4935,54,3.72,554,30,0,2,Business inquiries? Contact below 👇,Fake
23719,86,491,5.95,682,29,0,6,Sharing moments from my journey,Real
33075,3209,185,6.94,749,44,0,8,DM for collaborations or inquiries!,Fake
37119,4329,111,8.7,551,54,1,2,Photographer and content creator 📸,Fake
16880,3001,56,0.61,445,24,1,1,DM for collaborations or inquiries!,Fake
4171,4232,122,1.66,422,41,0,4,Check out my website for more updates!,Fake
39902,3919,469,2.72,778,41,0,2,Sharing moments from my journey,Real
33713,123,311,2.08,332,14,0,9,Foodie | Reviews and recipes,Real
18240,2729,412,3.94,147,94,0,3,Aspiring artist | Drawing my dreams,Fake
1846,2380,14,6.01,732,13,0,11,Aspiring artist | Drawing my dreams,Real
11809,953,323,0.41,448,77,0,2,Foodie | Reviews and recipes,Real
7589,1890,315,0.99,118,76,0,7,Fitness enthusiast 💪 | Health advocate,Fake
39415,2314,213,1.37,232,24,0,8,Personal blog | Stay positive ✨,Fake
18466,3206,114,7.84,838,36,0,5,Nature lover | Saving the planet 🌍,Fake
16972,799,423,9.14,533,79,0,8,Foodie | Reviews and recipes,Real
13397,1069,433,6.7,572,50,0,5,Foodie | Reviews and recipes,Real
33525,917,63,2.44,565,48,0,4,Fitness enthusiast 💪 | Health advocate,Real
1390,819,333,0.98,202,78,0,11,Passionate traveler and food lover,Real
41160,1570,437,2.13,104,87,0,11,Foodie | Reviews and recipes,Real
15199,3296,171,6.18,571,79,0,6,Digital nomad living my best life 🌴,Fake
16378,2490,260,0.08,856,90,0,3,Aspiring artist | Drawing my dreams,Fake
1004,3839,50,2.06,13,20,0,7,Fitness enthusiast 💪 | Health advocate,Fake
39062,2115,34,5.43,602,17,0,3,DM for collaborations or inquiries!,Fake
31409,3846,350,2.82,183,52,0,10,Digital nomad living my best life 🌴,Real
21983,4645,25,9.94,737,75,1,11,Foodie | Reviews and recipes,Fake
36953,593,66,7.21,531,37,0,2,Aspiring artist | Drawing my dreams,Real
9120,3245,390,7.65,678,77,0,4,DM for collaborations or inquiries!,Fake
18049,2870,162,3.7,918,2,0,11,Nature lover | Saving the planet 🌍,Real
5111,280,170,5.57,404,31,0,5,Check out my website for more updates!,Fake
18970,1921,483,9.58,207,75,0,3,Sharing moments from my journey,Fake
13850,607,463,2.07,697,65,0,11,Passionate traveler and food lover,Fake
41328,1215,102,7.5,237,14,0,8,Aspiring artist | Drawing my dreams,Fake
10167,4901,272,2.22,453,97,0,3,Foodie | Reviews and recipes,Fake
27696,1447,176,2.77,815,44,0,5,Aspiring artist | Drawing my dreams,Real
11090,2243,183,6.26,249,11,0,10,Check out my website for more updates!,Real
20362,1569,210,7.25,445,49,1,7,Fitness enthusiast 💪 | Health advocate,Fake
24654,3576,403,4.35,67,26,0,8,Follow for daily inspiration 🌟,Fake
1704,3945,282,2.27,888,69,0,2,Business inquiries? Contact below 👇,Fake
23826,4458,262,2.3,750,54,0,2,Digital nomad living my best life 🌴,Real
14367,2236,391,9.96,188,76,1,9,Business inquiries? Contact below 👇,Real
7287,4039,152,7.51,782,70,0,6,Sharing moments from my journey,Fake
14846,2169,245,7.12,294,28,0,1,Passionate traveler and food lover,Real
363,1686,24,3.69,973,98,0,5,Aspiring artist | Drawing my dreams,Real
32332,4453,89,6.08,403,14,0,3,Entrepreneur & lifestyle blogger,Real
34316,2221,131,2.3,865,9,0,6,Digital nomad living my best life 🌴,Real
17548,3863,199,5.95,316,91,0,9,Nature lover | Saving the planet 🌍,Fake
45877,1913,439,7.17,218,24,0,4,Photographer and content creator 📸,Fake
30598,2990,354,1.34,650,3,0,6,Nature lover | Saving the planet 🌍,Real
13663,1568,445,4.35,257,80,0,10,Aspiring artist | Drawing my dreams,Fake
34652,2897,318,2.73,783,48,0,10,Sharing moments from my journey,Fake
1031,1781,207,1.03,385,13,0,9,Photographer and content creator 📸,Real
40660,1172,380,8.77,203,39,0,4,Personal blog | Stay positive ✨,Fake
3246,3528,22,5.53,471,56,0,10,Business inquiries? Contact below 👇,Fake
11769,3908,257,7.08,889,26,0,4,Entrepreneur & lifestyle blogger,Fake
34708,1966,409,5.6,638,19,0,8,Follow for daily inspiration 🌟,Real
17234,2306,105,5.48,719,65,1,8,Digital nomad living my best life 🌴,Real
19413,1904,472,0.13,832,61,0,5,Aspiring artist | Drawing my dreams,Real
860,1091,240,8.55,901,97,0,3,Passionate traveler and food lover,Real
31634,3749,401,4.44,801,14,0,10,Aspiring artist | Drawing my dreams,Real
18809,1978,462,2.85,795,67,0,4,Aspiring artist | Drawing my dreams,Real
36278,1673,399,4.91,314,89,0,5,Foodie | Reviews and recipes,Real
25754,264,100,6.14,835,52,0,9,Foodie | Reviews and recipes,Fake
10987,1189,90,4.95,337,5,0,11,Digital nomad living my best life 🌴,Real
30978,1987,128,0.18,903,51,0,2,Fitness enthusiast 💪 | Health advocate,Fake
8953,1463,26,2.59,830,32,0,6,Entrepreneur & lifestyle blogger,Real
16815,3691,388,0.99,776,59,0,8,Photographer and content creator 📸,Real
41189,4626,359,9.28,579,69,0,2,Sharing moments from my journey,Real
22589,580,129,6.9,628,45,0,8,Digital nomad living my best life 🌴,Real
28239,4650,119,2.56,678,23,0,9,Check out my website for more updates!,Real
23655,2620,166,5.59,370,39,1,2,Entrepreneur & lifestyle blogger,Real
28052,3953,262,6.8,39,44,0,2,Love exploring new places 🌎,Fake
34932,294,389,1.08,425,18,0,5,Follow for daily inspiration 🌟,Real
20375,3286,261,7.09,226,43,1,7,Digital nomad living my best life 🌴,Real
27105,2147,60,1.94,357,70,0,11,Digital nomad living my best life 🌴,Real
23908,4904,192,9.25,671,6,0,5,Aspiring artist | Drawing my dreams,Fake
45617,3039,98,6.56,713,98,0,5,Sharing moments from my journey,Fake
43725,1126,304,10.0,521,84,0,7,Photographer and content creator 📸,Fake
16702,3880,103,3.2,207,59,1,9,DM for collaborations or inquiries!,Fake
27408,812,390,8.05,868,75,0,9,Sharing moments from my journey,Real
46997,2087,353,1.06,622,88,0,2,Follow for daily inspiration 🌟,Real
28618,3657,357,7.0,61,89,0,7,Aspiring artist | Drawing my dreams,Real
23463,597,443,6.98,109,59,0,3,Digital nomad living my best life 🌴,Real
23065,137,191,5.48,280,24,0,3,Love exploring new places 🌎,Real
26144,3492,311,9.66,381,62,0,4,Love exploring new places 🌎,Real
33232,795,231,7.42,123,80,0,10,Business inquiries? Contact below 👇,Real
22764,3489,276,6.97,734,7,0,5,Business inquiries? Contact below 👇,Real
13706,2342,320,6.42,490,71,1,8,Entrepreneur & lifestyle blogger,Real
9733,3489,39,5.6,389,73,0,4,Follow for daily inspiration 🌟,Real
36488,3287,114,3.1,223,78,0,4,Love exploring new places 🌎,Real
45539,823,248,8.06,127,44,0,10,Business inquiries? Contact below 👇,Real
15723,1119,337,2.55,728,56,1,6,DM for collaborations or inquiries!,Real
42489,4243,86,4.83,451,77,0,8,Personal blog | Stay positive ✨,Real
10981,541,362,2.85,364,64,0,2,Sharing moments from my journey,Real
23653,2062,104,6.06,58,2,0,7,Check out my website for more updates!,Fake
5906,2716,385,2.79,958,6,0,10,Follow for daily inspiration 🌟,Fake
46064,4478,21,3.85,527,17,0,3,Passionate traveler and food lover,Real
42871,1216,495,5.53,492,15,1,7,Follow for daily inspiration 🌟,Real
32943,3845,118,5.41,438,80,0,3,Aspiring artist | Drawing my dreams,Real
28840,2477,295,9.89,543,53,0,10,Business inquiries? Contact below 👇,Real
39427,926,286,1.08,403,91,0,4,Love exploring new places 🌎,Fake
21912,1554,202,0.35,232,0,0,11,Passionate traveler and food lover,Fake
23173,1737,123,9.46,321,19,0,4,Photographer and content creator 📸,Real
49141,1025,92,9.03,760,39,0,10,Passionate traveler and food lover,Real
26881,1758,183,7.46,997,80,0,5,Photographer and content creator 📸,Fake
3060,2945,379,9.5,55,52,0,9,Personal blog | Stay positive ✨,Real
30878,1271,13,0.8,56,87,0,4,Digital nomad living my best life 🌴,Real
42118,1150,496,5.83,876,50,0,9,Sharing moments from my journey,Real
7769,2469,184,6.29,558,71,0,5,DM for collaborations or inquiries!,Real
9724,4246,440,9.46,294,37,0,4,Passionate traveler and food lover,Fake
841,846,371,6.14,682,18,0,6,Follow for daily inspiration 🌟,Fake
1826,2211,68,0.97,757,37,1,4,Foodie | Reviews and recipes,Fake
14496,2597,126,5.18,951,84,0,4,Nature lover | Saving the planet 🌍,Fake
14672,1640,466,1.49,276,0,0,7,Personal blog | Stay positive ✨,Fake
42531,3282,79,6.34,819,97,1,7,DM for collaborations or inquiries!,Real
9843,2705,36,4.9,176,67,1,8,Passionate traveler and food lover,Real
13512,3413,288,2.46,634,72,1,9,Business inquiries? Contact below 👇,Real
40029,4135,464,9.0,210,62,0,6,Check out my website for more updates!,Fake
31631,1242,90,4.48,28,91,0,2,Photographer and content creator 📸,Fake
9493,1004,183,7.84,179,9,0,4,Fitness enthusiast 💪 | Health advocate,Fake
8803,4601,208,1.04,348,21,0,8,Photographer and content creator 📸,Real
1608,2296,311,7.65,518,24,0,1,Follow for daily inspiration 🌟,Real
17407,4454,404,0.52,159,80,0,10,Digital nomad living my best life 🌴,Fake
35301,1390,485,6.38,358,40,1,4,Love exploring new places 🌎,Real
39720,4784,297,7.64,313,26,0,10,Sharing moments from my journey,Real
136,1679,59,8.41,251,8,1,1,Fitness enthusiast 💪 | Health advocate,Real
22571,4933,378,9.96,496,59,0,9,Follow for daily inspiration 🌟,Fake
27534,729,195,8.53,712,31,0,9,Passionate traveler and food lover,Real
9890,4425,365,9.24,205,20,0,10,Entrepreneur & lifestyle blogger,Fake
9762,3108,446,4.79,64,14,0,2,Sharing moments from my journey,Real
31475,1169,484,6.57,342,79,0,8,Passionate traveler and food lover,Fake
27289,3365,277,7.69,120,96,0,10,Passionate traveler and food lover,Real
12306,1688,81,7.84,818,98,0,9,Sharing moments from my journey,Real
8414,2614,189,5.11,285,90,0,10,Digital nomad living my best life 🌴,Real
3276,2776,170,8.3,141,69,0,9,Photographer and content creator 📸,Real
16469,3765,167,6.21,500,43,0,4,Nature lover | Saving the planet 🌍,Fake
6489,2799,279,3.42,12,93,0,3,Foodie | Reviews and recipes,Real
18089,4388,175,5.69,40,49,0,1,Foodie | Reviews and recipes,Real
20943,3629,165,1.97,995,73,0,6,Business inquiries? Contact below 👇,Fake
44342,1129,65,5.52,323,97,0,8,Digital nomad living my best life 🌴,Real
10345,4420,454,7.09,209,54,0,1,Follow for daily inspiration 🌟,Real
1912,2027,213,7.26,989,95,0,4,Follow for daily inspiration 🌟,Real
43030,960,265,9.81,655,33,0,8,Aspiring artist | Drawing my dreams,Fake
7698,3987,141,6.28,135,20,1,3,DM for collaborations or inquiries!,Fake
33803,4610,374,7.8,844,18,0,1,Fitness enthusiast 💪 | Health advocate,Real
36504,1612,480,8.89,637,22,0,3,Passionate traveler and food lover,Fake
42396,2317,415,0.36,169,94,0,2,Personal blog | Stay positive ✨,Real
9951,395,132,8.77,403,79,0,8,Check out my website for more updates!,Real
27285,4704,221,9.94,220,54,0,6,Business inquiries? Contact below 👇,Fake
47230,3809,3,5.78,298,47,0,4,Love exploring new places 🌎,Fake
48400,2716,5,1.23,550,52,0,3,Photographer and content creator 📸,Real
13267,3430,334,1.29,304,95,0,4,Sharing moments from my journey,Real
16526,4114,130,3.06,945,96,0,8,Nature lover | Saving the planet 🌍,Fake
13988,3088,42,2.89,320,98,0,4,Aspiring artist | Drawing my dreams,Fake
46030,4734,228,3.36,843,10,0,6,Photographer and content creator 📸,Real
12699,2205,496,3.86,485,46,0,9,DM for collaborations or inquiries!,Fake
49370,3751,251,9.37,793,93,0,11,Follow for daily inspiration 🌟,Real
38955,300,438,3.21,972,22,0,6,Business inquiries? Contact below 👇,Fake
27266,3735,108,7.73,651,43,0,6,Business inquiries? Contact below 👇,Fake
9123,2791,95,1.51,723,92,0,6,Photographer and content creator 📸,Real
20620,993,54,6.95,559,81,0,6,Aspiring artist | Drawing my dreams,Fake
21878,4808,436,9.59,506,2,0,5,Follow for daily inspiration 🌟,Fake
8761,3586,50,7.58,811,93,0,11,Love exploring new places 🌎,Real
21032,4256,300,2.35,60,64,0,11,Business inquiries? Contact below 👇,Fake
6610,4307,183,6.68,461,98,0,8,Entrepreneur & lifestyle blogger,Fake
21817,1185,496,0.56,472,63,0,7,Fitness enthusiast 💪 | Health advocate,Real
17855,1462,4,7.25,82,43,1,10,Photographer and content creator 📸,Fake
9215,2173,408,1.09,419,76,0,9,Photographer and content creator 📸,Fake
3387,792,293,6.35,625,51,0,10,Foodie | Reviews and recipes,Fake
30305,470,110,9.4,797,28,0,7,Follow for daily inspiration 🌟,Fake
24154,1645,204,3.89,612,56,1,3,Foodie | Reviews and recipes,Real
29032,3740,374,3.39,333,12,1,6,Check out my website for more updates!,Fake
36874,2181,55,0.3,927,34,0,2,Aspiring artist | Drawing my dreams,Fake
37609,1760,301,3.76,53,2,1,4,Business inquiries? Contact below 👇,Fake
15486,4953,418,2.56,664,63,0,3,Follow for daily inspiration 🌟,Fake
1567,1183,333,1.27,535,20,0,4,Love exploring new places 🌎,Fake
6805,3901,216,7.85,64,74,0,6,Personal blog | Stay positive ✨,Real
45432,2305,235,5.22,907,38,0,11,Follow for daily inspiration 🌟,Real
11266,4072,265,6.81,125,83,0,8,Fitness enthusiast 💪 | Health advocate,Fake
47430,4914,488,9.17,720,35,0,2,Check out my website for more updates!,Real
26669,4324,144,6.44,512,44,0,3,Photographer and content creator 📸,Fake
23010,4835,302,7.18,829,21,0,10,Digital nomad living my best life 🌴,Fake
19791,1128,359,6.89,779,53,0,10,Entrepreneur & lifestyle blogger,Fake
47703,1350,1,5.56,354,48,0,6,DM for collaborations or inquiries!,Fake
22178,4302,393,9.03,561,27,0,10,Foodie | Reviews and recipes,Fake
33687,4020,148,9.2,805,86,0,2,Love exploring new places 🌎,Real
15045,3947,264,6.45,449,84,0,6,Check out my website for more updates!,Fake
47669,1164,117,2.58,515,84,0,5,DM for collaborations or inquiries!,Real
48845,3774,299,6.29,26,4,0,11,Sharing moments from my journey,Real
28959,2367,55,8.6,584,43,0,7,Personal blog | Stay positive ✨,Fake
11316,4984,61,9.07,434,70,0,4,Photographer and content creator 📸,Fake
22434,3522,456,8.26,937,35,0,5,Personal blog | Stay positive ✨,Real
4143,3198,355,5.86,497,77,0,6,Entrepreneur & lifestyle blogger,Real
11600,4775,248,0.42,748,85,1,10,DM for collaborations or inquiries!,Fake
12623,3807,16,7.96,575,96,0,6,Aspiring artist | Drawing my dreams,Real
31640,3416,86,4.37,849,86,1,7,Check out my website for more updates!,Fake
1586,4394,141,2.22,747,57,1,10,Fitness enthusiast 💪 | Health advocate,Real
23624,1492,31,6.88,607,9,0,4,Check out my website for more updates!,Real
4192,1580,277,2.93,461,37,0,10,Check out my website for more updates!,Fake
48958,208,234,4.79,128,31,1,10,Fitness enthusiast 💪 | Health advocate,Real
45122,1802,22,8.78,138,48,0,11,Follow for daily inspiration 🌟,Fake
28249,211,381,0.68,972,38,0,8,Love exploring new places 🌎,Real
39506,1764,360,2.18,233,4,0,9,Love exploring new places 🌎,Real
29386,3676,306,0.42,640,73,0,5,Photographer and content creator 📸,Fake
6038,1688,288,7.18,137,5,0,2,Photographer and content creator 📸,Fake
29337,1024,375,4.4,296,64,1,7,Photographer and content creator 📸,Fake
26103,2194,475,5.05,910,46,0,5,Photographer and content creator 📸,Fake
23447,4717,350,1.76,987,74,0,11,Follow for daily inspiration 🌟,Fake
36536,4418,490,2.95,352,69,0,5,Digital nomad living my best life 🌴,Fake
7436,2217,458,6.9,880,19,0,7,Foodie | Reviews and recipes,Fake
34518,2831,478,3.98,647,0,0,6,Love exploring new places 🌎,Real
36557,2127,368,2.07,395,5,0,4,Business inquiries? Contact below 👇,Fake
1524,3386,40,7.09,781,50,1,4,Nature lover | Saving the planet 🌍,Fake
43135,2091,102,2.3,931,57,1,8,Check out my website for more updates!,Real
21602,4493,109,4.0,317,29,0,1,Nature lover | Saving the planet 🌍,Real
32077,2969,271,8.17,299,86,0,8,Digital nomad living my best life 🌴,Real
36080,3159,76,3.42,945,31,1,6,Sharing moments from my journey,Real
25790,1636,478,3.26,584,44,0,5,Personal blog | Stay positive ✨,Real
31562,1381,166,0.99,934,50,0,9,Photographer and content creator 📸,Fake
1604,3038,161,1.28,823,11,0,5,Aspiring artist | Drawing my dreams,Fake
49773,2052,82,0.82,729,12,0,11,Photographer and content creator 📸,Real
21304,2711,236,7.2,221,4,0,10,Passionate traveler and food lover,Fake
43621,4174,197,9.07,847,35,0,8,Nature lover | Saving the planet 🌍,Real
30396,3979,316,3.15,806,54,0,10,Follow for daily inspiration 🌟,Real
12979,3474,258,6.56,933,45,0,7,Entrepreneur & lifestyle blogger,Fake
13404,2709,293,9.95,212,12,0,8,Entrepreneur & lifestyle blogger,Fake
18607,712,124,9.19,817,48,0,7,Entrepreneur & lifestyle blogger,Fake
41812,4372,413,8.7,395,78,0,7,Personal blog | Stay positive ✨,Real
13772,4661,333,7.15,158,91,0,10,Aspiring artist | Drawing my dreams,Real
3567,4246,47,3.95,958,92,0,3,Love exploring new places 🌎,Real
18325,2832,380,6.76,623,63,0,4,Passionate traveler and food lover,Real
19166,4480,448,4.85,187,16,0,10,Nature lover | Saving the planet 🌍,Fake
3407,965,64,9.2,536,49,1,3,Digital nomad living my best life 🌴,Fake
32688,968,258,1.8,789,15,0,11,Follow for daily inspiration 🌟,Fake
16690,111,229,1.53,43,18,0,3,Check out my website for more updates!,Real
15341,3855,49,2.77,59,32,0,3,Check out my website for more updates!,Real
20514,2508,6,7.87,711,43,0,7,Follow for daily inspiration 🌟,Real
23398,286,383,7.96,668,17,0,3,Sharing moments from my journey,Real
36246,2890,80,5.35,339,19,0,4,Foodie | Reviews and recipes,Real
18855,3632,379,3.38,694,42,0,1,Check out my website for more updates!,Real
1629,257,380,9.58,501,72,0,10,Check out my website for more updates!,Fake
2109,3151,25,0.85,42,15,0,2,Check out my website for more updates!,Real
38936,4552,50,0.1,753,9,0,10,DM for collaborations or inquiries!,Real
48948,3734,215,5.63,425,2,1,10,Sharing moments from my journey,Fake
19896,4915,219,4.64,817,3,1,2,Photographer and content creator 📸,Fake
21662,116,443,3.64,570,13,0,2,Nature lover | Saving the planet 🌍,Real
8468,1406,56,9.94,80,72,0,7,Digital nomad living my best life 🌴,Real
20242,3009,197,2.0,707,14,0,6,Check out my website for more updates!,Fake
39829,2714,444,0.83,816,70,1,10,Love exploring new places 🌎,Real
30475,470,483,7.09,240,1,0,9,Passionate traveler and food lover,Real
16961,4896,264,1.37,242,55,0,10,Entrepreneur & lifestyle blogger,Fake
24401,657,202,8.79,324,86,0,7,Entrepreneur & lifestyle blogger,Real
23771,2698,13,2.18,261,33,0,8,Foodie | Reviews and recipes,Fake
48018,1485,394,4.41,188,28,0,9,Follow for daily inspiration 🌟,Real
4036,2124,457,1.31,975,97,0,4,Check out my website for more updates!,Fake
6824,4934,152,0.44,208,62,0,8,Check out my website for more updates!,Real
14821,4453,9,2.47,839,71,0,9,DM for collaborations or inquiries!,Fake
46220,4184,460,7.58,265,67,0,6,Photographer and content creator 📸,Real
8316,2458,349,1.14,708,7,0,3,Foodie | Reviews and recipes,Fake
25399,4959,417,7.42,769,95,0,3,Entrepreneur & lifestyle blogger,Fake
3998,2574,162,3.56,836,87,0,6,Follow for daily inspiration 🌟,Real
39638,2775,156,7.98,620,41,0,7,Digital nomad living my best life 🌴,Fake
42093,395,371,2.11,950,65,0,10,DM for collaborations or inquiries!,Fake
17792,1759,341,0.7,810,67,0,9,DM for collaborations or inquiries!,Fake
48624,2055,346,2.24,431,1,1,9,Foodie | Reviews and recipes,Fake
21223,3929,332,1.79,710,37,0,11,Follow for daily inspiration 🌟,Real
22565,3878,55,2.78,953,57,0,9,Passionate traveler and food lover,Real
41713,837,44,5.45,913,37,0,9,Aspiring artist | Drawing my dreams,Real
22085,4911,62,2.62,490,83,0,5,Fitness enthusiast 💪 | Health advocate,Fake
29240,4042,397,6.61,937,32,0,10,Photographer and content creator 📸,Fake
4132,1220,497,9.48,403,22,1,9,Personal blog | Stay positive ✨,Fake
41466,3311,458,5.7,236,45,0,3,Sharing moments from my journey,Real
15548,4041,435,8.19,386,97,0,5,Sharing moments from my journey,Real
22792,2870,462,0.62,396,63,0,6,Aspiring artist | Drawing my dreams,Real
40137,4910,300,0.34,750,2,0,11,Nature lover | Saving the planet 🌍,Fake
35028,4026,477,5.51,298,3,0,3,Photographer and content creator 📸,Real
9413,4567,485,4.55,811,69,0,8,Photographer and content creator 📸,Real
8914,1976,43,7.17,893,88,0,6,DM for collaborations or inquiries!,Fake
49221,1630,388,3.63,44,93,0,5,Sharing moments from my journey,Real
7094,848,101,9.38,150,19,0,8,Photographer and content creator 📸,Fake
39235,831,452,9.42,374,55,0,10,Follow for daily inspiration 🌟,Real
22804,989,314,9.97,955,82,1,4,Digital nomad living my best life 🌴,Fake
38604,3255,237,8.22,392,12,0,9,DM for collaborations or inquiries!,Fake
11246,2287,481,2.45,551,15,0,9,Business inquiries? Contact below 👇,Fake
4768,4831,325,3.54,262,11,0,11,Business inquiries? Contact below 👇,Fake
21714,3723,304,1.23,507,29,0,2,Follow for daily inspiration 🌟,Fake
26285,2704,396,8.64,492,79,1,3,Entrepreneur & lifestyle blogger,Real
31257,1832,35,0.19,992,62,0,4,Nature lover | Saving the planet 🌍,Fake
11137,1587,382,9.05,613,34,0,2,Sharing moments from my journey,Real
16988,4853,57,0.01,946,42,0,4,Entrepreneur & lifestyle blogger,Real
43178,374,490,8.22,405,30,0,2,Foodie | Reviews and recipes,Fake
45409,4365,486,0.36,0,44,0,7,Nature lover | Saving the planet 🌍,Fake
5821,4716,242,0.85,286,33,0,7,Nature lover | Saving the planet 🌍,Fake
37098,1507,172,0.99,803,52,0,11,Aspiring artist | Drawing my dreams,Fake
42564,2120,10,2.09,447,7,0,11,Passionate traveler and food lover,Real
15330,2881,482,2.61,195,46,0,9,Sharing moments from my journey,Fake
39250,3231,32,3.05,75,65,1,7,Personal blog | Stay positive ✨,Real
35371,4590,400,8.14,304,13,0,6,Nature lover | Saving the planet 🌍,Fake
49757,3496,127,4.66,241,10,0,8,Digital nomad living my best life 🌴,Real
37564,528,36,5.1,821,33,0,8,Check out my website for more updates!,Fake
45159,1067,428,0.33,34,13,0,10,Entrepreneur & lifestyle blogger,Fake
18622,410,123,4.3,346,26,0,8,Fitness enthusiast 💪 | Health advocate,Real
15501,4423,28,7.66,649,6,0,10,Nature lover | Saving the planet 🌍,Fake
38107,2680,71,7.8,996,7,1,2,Personal blog | Stay positive ✨,Fake
640,3430,146,5.62,393,73,0,7,Photographer and content creator 📸,Fake
868,1864,18,0.43,968,98,0,8,Passionate traveler and food lover,Fake
33710,4027,91,1.24,293,36,0,11,Entrepreneur & lifestyle blogger,Fake
44623,1575,67,5.34,320,24,0,10,Aspiring artist | Drawing my dreams,Real
23560,1577,62,2.21,589,61,0,10,Digital nomad living my best life 🌴,Real
47531,3209,115,3.69,140,24,0,2,Check out my website for more updates!,Real
46587,260,307,9.24,358,3,0,8,Foodie | Reviews and recipes,Fake
32701,4737,391,4.8,689,66,0,3,Personal blog | Stay positive ✨,Real
19853,2250,396,4.79,878,21,0,7,Entrepreneur & lifestyle blogger,Real
26766,728,120,6.4,167,85,0,10,Follow for daily inspiration 🌟,Fake
19024,1309,97,4.45,537,6,0,9,Foodie | Reviews and recipes,Real
49664,715,176,8.35,810,30,0,7,Nature lover | Saving the planet 🌍,Fake
10408,1244,390,2.61,154,91,0,8,Entrepreneur & lifestyle blogger,Fake
37223,4270,57,7.08,130,1,0,10,Love exploring new places 🌎,Fake
42560,3829,325,6.23,54,93,0,9,Nature lover | Saving the planet 🌍,Fake
10914,2852,116,6.76,389,90,0,2,Photographer and content creator 📸,Real
15473,1089,219,8.3,13,9,0,9,Follow for daily inspiration 🌟,Real
46449,4059,452,3.29,330,85,1,11,Entrepreneur & lifestyle blogger,Real
20692,248,44,4.28,154,30,0,11,Sharing moments from my journey,Real
48134,4131,179,5.68,613,92,0,3,Passionate traveler and food lover,Fake
37330,3166,479,5.5,181,98,0,5,Personal blog | Stay positive ✨,Real
24081,2672,416,4.71,674,49,0,9,Aspiring artist | Drawing my dreams,Fake
26542,2650,68,4.88,684,23,0,5,Foodie | Reviews and recipes,Fake
33103,3779,23,4.36,910,59,0,10,DM for collaborations or inquiries!,Fake
30501,1284,140,9.65,966,85,0,1,Digital nomad living my best life 🌴,Fake
26022,1930,294,2.95,47,53,1,7,Love exploring new places 🌎,Real
42291,1571,332,0.23,480,80,0,6,Check out my website for more updates!,Fake
2679,4513,264,2.77,429,2,0,7,Aspiring artist | Drawing my dreams,Fake
49146,444,418,0.47,932,35,0,4,Personal blog | Stay positive ✨,Real
12376,1737,185,7.26,217,69,0,4,Passionate traveler and food lover,Real
13405,4455,292,0.71,802,70,0,6,Sharing moments from my journey,Fake
16685,1656,371,5.66,202,4,0,9,Business inquiries? Contact below 👇,Real
5020,2408,469,0.21,352,76,0,8,Business inquiries? Contact below 👇,Real
40785,1076,486,1.96,825,98,0,8,Fitness enthusiast 💪 | Health advocate,Real
45272,1021,278,7.53,97,51,0,11,Foodie | Reviews and recipes,Real
5313,4511,414,5.98,603,12,0,5,Check out my website for more updates!,Real
10290,4382,369,3.93,391,29,0,10,Photographer and content creator 📸,Real
20911,2021,303,2.33,861,29,0,1,Nature lover | Saving the planet 🌍,Fake
35232,516,229,6.82,905,53,0,6,Check out my website for more updates!,Fake
3498,2810,29,5.81,734,28,0,9,Fitness enthusiast 💪 | Health advocate,Real
20914,3506,149,3.35,401,60,0,6,DM for collaborations or inquiries!,Fake
4927,4213,94,6.14,708,6,0,6,Check out my website for more updates!,Fake
23613,1408,359,9.58,522,45,0,1,Aspiring artist | Drawing my dreams,Fake
19005,3101,289,3.54,54,35,0,4,Fitness enthusiast 💪 | Health advocate,Real
10464,3762,134,0.9,115,45,0,6,Business inquiries? Contact below 👇,Fake
27950,1071,166,0.59,760,8,0,5,Check out my website for more updates!,Fake
32793,339,406,7.83,585,55,0,7,Entrepreneur & lifestyle blogger,Fake
32204,4020,190,3.67,660,75,0,6,Follow for daily inspiration 🌟,Real
48676,3043,33,3.22,483,43,1,9,Fitness enthusiast 💪 | Health advocate,Fake
30415,3692,342,2.4,887,15,0,7,Sharing moments from my journey,Fake
45067,4893,87,7.01,510,42,0,10,Business inquiries? Contact below 👇,Real
34720,4581,231,1.27,957,54,0,7,Sharing moments from my journey,Fake
10275,1484,348,3.18,975,11,0,5,DM for collaborations or inquiries!,Real
24317,2164,418,0.98,666,61,0,6,Passionate traveler and food lover,Real
49740,1640,70,5.46,754,39,0,4,Business inquiries? Contact below 👇,Fake
10223,526,419,9.91,246,19,0,7,Digital nomad living my best life 🌴,Real
13591,2910,339,8.21,23,59,0,9,Aspiring artist | Drawing my dreams,Fake
4922,345,67,8.23,511,70,0,9,Passionate traveler and food lover,Fake
31409,4485,111,0.94,315,27,0,6,Follow for daily inspiration 🌟,Fake
38789,4089,314,5.96,580,51,0,4,Digital nomad living my best life 🌴,Fake
22027,4528,387,4.3,896,46,0,8,Aspiring artist | Drawing my dreams,Real
