Followers,Following,Posts,Engagement Rate (%),Avg Likes per Post,Avg Comments per Post,Verified,Account Age (Years),Bio Text,Account Type
44890,641,69,3.85,352,28,0,11,Sharing moments from my journey,Real
37269,2949,415,1.99,84,71,0,5,Foodie | Reviews and recipes,Real
16081,138,228,6.28,260,47,0,6,Aspiring artist | Drawing my dreams,Fake
447,3728,372,1.86,26,25,0,5,Personal blog | Stay positive ✨,Real
40718,4306,285,5.11,700,71,0,11,Digital nomad living my best life 🌴,Fake
38631,626,1,4.04,837,86,0,8,Business inquiries? Contact below 👇,Real
22326,2534,369,1.29,85,73,1,10,Foodie | Reviews and recipes,Real
23229,2005,479,4.33,746,16,0,3,Personal blog | Stay positive ✨,Fake
41410,4153,208,4.61,739,64,0,11,Check out my website for more updates!,Fake
18150,4744,44,4.15,201,21,0,11,Follow for daily inspiration 🌟,Real
12481,481,56,2.17,596,16,0,10,Personal blog | Stay positive ✨,Fake
27725,2124,124,3.91,997,0,0,4,Follow for daily inspiration 🌟,Fake
3320,854,278,9.73,821,0,0,8,Fitness enthusiast 💪 | Health advocate,Fake
7661,4891,83,5.23,408,71,0,10,Photographer and content creator 📸,Fake
2947,170,89,0.95,478,53,0,3,Business inquiries? Contact below 👇,Fake
31182,3233,184,4.59,182,17,0,4,Personal blog | Stay positive ✨,Real
25329,1512,399,6.52,269,2,0,7,Foodie | Reviews and recipes,Fake
5395,834,262,7.71,16,69,1,10,Nature lover | Saving the planet 🌍,Real
1638,3352,371,5.24,87,26,0,7,Sharing moments from my journey,Real
36658,2478,488,7.49,972,90,0,10,Aspiring artist | Drawing my dreams,Fake
12327,4368,54,7.17,716,91,0,4,Digital nomad living my best life 🌴,Fake
41478,3285,115,4.69,244,65,0,4,Love exploring new places 🌎,Fake
5494,1212,407,9.22,496,74,0,5,Photographer and content creator 📸,Real
31132,4755,210,2.05,873,97,1,9,Check out my website for more updates!,Real
7008,1949,182,8.83,568,75,0,8,Personal blog | Stay positive ✨,Real
23134,4026,271,3.85,400,59,0,5,Sharing moments from my journey,Fake
20206,3163,42,4.37,906,81,0,1,Aspiring artist | Drawing my dreams,Real
11799,4896,383,3.99,596,29,0,5,Check out my website for more updates!,Real
5123,3739,433,3.12,652,71,1,8,Foodie | Reviews and recipes,Real
44602,2502,28,7.56,452,87,0,8,Personal blog | Stay positive ✨,Real
29209,602,338,2.35,246,97,0,2,Business inquiries? Contact below 👇,Fake
13091,3890,150,9.52,220,60,0,7,Follow for daily inspiration 🌟,Fake
18019,4778,415,8.84,114,24,0,5,Follow for daily inspiration 🌟,Fake
6271,2462,299,4.05,782,10,0,5,Sharing moments from my journey,Fake
40287,317,423,2.62,746,28,0,2,Follow for daily inspiration 🌟,Real
35697,1090,481,9.01,900,55,0,2,Foodie | Reviews and recipes,Real
12740,3579,151,0.05,492,25,1,10,Check out my website for more updates!,Fake
2674,229,318,6.63,18,88,0,7,Entrepreneur & lifestyle blogger,Fake
28531,1810,176,5.94,636,91,0,2,Photographer and content creator 📸,Real
46570,1361,406,0.21,759,84,0,4,Personal blog | Stay positive ✨,Fake
38010,252,153,1.31,67,33,0,4,Fitness enthusiast 💪 | Health advocate,Real
29692,4618,236,5.48,267,48,0,4,Nature lover | Saving the planet 🌍,Real
10729,913,374,0.99,727,36,0,9,Sharing moments from my journey,Fake
31677,3877,54,3.72,432,73,0,6,Passionate traveler and food lover,Real
5085,1378,150,4.19,541,16,0,11,Personal blog | Stay positive ✨,Fake
10348,3670,481,7.68,801,82,0,9,Aspiring artist | Drawing my dreams,Fake
15604,3808,377,8.49,885,90,0,3,Sharing moments from my journey,Fake
39445,2753,367,6.36,569,60,0,2,Follow for daily inspiration 🌟,Real
28792,2422,74,5.34,113,19,0,10,Foodie | Reviews and recipes,Fake
28136,3934,13,7.75,509,45,1,7,Digital nomad living my best life 🌴,Real
8416,526,85,2.79,618,86,0,11,Nature lover | Saving the planet 🌍,Fake
23742,784,340,0.33,445,0,0,6,Entrepreneur & lifestyle blogger,Real
27288,2615,264,4.14,890,85,1,3,Sharing moments from my journey,Fake
27728,4229,494,0.79,514,49,0,9,Love exploring new places 🌎,Real
1266,4522,496,5.1,755,94,0,9,Entrepreneur & lifestyle blogger,Fake
8188,1698,128,5.83,426,56,0,11,Foodie | Reviews and recipes,Fake
10688,4152,481,8.97,36,44,0,9,Sharing moments from my journey,Real
25942,527,333,0.71,101,34,0,8,Business inquiries? Contact below 👇,Fake
29900,1638,15,6.57,430,2,1,6,Fitness enthusiast 💪 | Health advocate,Fake
24486,4358,152,5.8,969,36,0,10,Passionate traveler and food lover,Real
32800,4975,213,6.17,926,49,0,1,Check out my website for more updates!,Real
28590,295,250,0.83,55,69,0,10,Love exploring new places 🌎,Real
15247,1725,489,7.05,730,18,0,3,Love exploring new places 🌎,Real
29389,4925,466,0.99,734,41,0,10,Check out my website for more updates!,Real
37513,4351,105,8.3,964,21,0,6,Sharing moments from my journey,Fake
25702,2352,128,2.52,689,3,0,2,Digital nomad living my best life 🌴,Real
9521,4193,173,9.91,489,44,0,7,DM for collaborations or inquiries!,Real
31927,1008,406,6.86,221,46,0,3,DM for collaborations or inquiries!,Real
4126,4563,400,7.82,399,8,1,11,Fitness enthusiast 💪 | Health advocate,Fake
26097,3157,244,8.49,432,82,0,3,Sharing moments from my journey,Fake
32689,2307,321,2.77,722,89,0,2,Love exploring new places 🌎,Fake
18917,1871,112,7.31,132,72,0,2,Follow for daily inspiration 🌟,Fake
31878,3361,109,8.07,148,66,0,3,Personal blog | Stay positive ✨,Real
38868,2028,121,5.23,160,9,0,11,Aspiring artist | Drawing my dreams,Fake
35301,3963,473,5.78,410,10,0,5,Photographer and content creator 📸,Fake
29877,3495,371,3.2,616,57,0,3,Business inquiries? Contact below 👇,Fake
4905,1084,170,8.8,795,45,1,9,Check out my website for more updates!,Real
22474,783,361,3.24,817,69,0,7,Personal blog | Stay positive ✨,Fake
10430,1939,266,4.67,710,58,0,9,Aspiring artist | Drawing my dreams,Fake
5283,2803,391,4.97,435,23,0,9,Follow for daily inspiration 🌟,Fake
41590,255,218,4.83,120,3,1,3,Business inquiries? Contact below 👇,Fake
49188,4096,382,5.36,134,89,0,4,Personal blog | Stay positive ✨,Fake
47678,1869,325,7.99,868,17,0,3,Personal blog | Stay positive ✨,Real
28564,1744,191,9.78,783,61,0,5,Foodie | Reviews and recipes,Real
34325,3679,440,6.47,716,29,0,11,Check out my website for more updates!,Fake
22619,711,471,2.28,452,73,0,2,Follow for daily inspiration 🌟,Fake
17584,1646,344,5.33,777,13,0,5,Entrepreneur & lifestyle blogger,Fake
35250,3154,123,4.01,871,57,0,5,Check out my website for more updates!,Fake
2493,1219,327,3.55,257,56,0,10,Entrepreneur & lifestyle blogger,Fake
43790,4771,56,6.11,203,90,0,8,Follow for daily inspiration 🌟,Real
49115,4519,46,9.93,424,74,0,9,Entrepreneur & lifestyle blogger,Real
26560,4139,41,8.98,730,90,0,2,Love exploring new places 🌎,Real
48378,305,307,9.0,983,81,0,5,Follow for daily inspiration 🌟,Fake
13695,4144,58,4.63,454,94,0,8,Aspiring artist | Drawing my dreams,Fake
34519,262,370,8.89,104,28,0,6,Love exploring new places 🌎,Fake
27428,1358,107,0.64,205,15,1,7,Photographer and content creator 📸,Real
2127,2315,15,6.13,170,83,0,3,Nature lover | Saving the planet 🌍,Real
5162,691,62,9.1,570,68,0,4,Digital nomad living my best life 🌴,Fake
15316,2826,422,3.86,423,22,0,8,Digital nomad living my best life 🌴,Fake
13029,2333,139,4.99,346,83,0,7,Passionate traveler and food lover,Real
21842,4569,444,0.42,617,85,0,9,Follow for daily inspiration 🌟,Fake
7818,3561,62,0.33,800,50,0,6,Sharing moments from my journey,Fake
22896,2517,33,3.92,256,79,0,5,Entrepreneur & lifestyle blogger,Fake
21393,4560,30,5.03,760,34,0,4,Photographer and content creator 📸,Real
32527,3570,374,5.5,188,16,0,10,Entrepreneur & lifestyle blogger,Fake
32421,4007,176,8.16,636,74,0,6,Aspiring artist | Drawing my dreams,Real
6575,697,111,7.43,673,84,0,8,Photographer and content creator 📸,Fake
39165,3761,392,0.36,154,80,0,6,Love exploring new places 🌎,Fake
9234,2590,222,3.36,64,17,0,9,Fitness enthusiast 💪 | Health advocate,Fake
22837,311,351,9.31,851,45,0,2,Business inquiries? Contact below 👇,Real
29708,1334,141,9.2,469,6,0,9,Foodie | Reviews and recipes,Real
3839,4291,400,9.33,394,27,0,10,Follow for daily inspiration 🌟,Real
16200,1742,155,0.13,119,38,0,10,Love exploring new places 🌎,Fake
21832,408,149,5.44,577,53,0,4,Passionate traveler and food lover,Fake
15996,2571,179,4.78,296,18,0,3,DM for collaborations or inquiries!,Fake
16509,1385,187,7.46,799,99,0,8,Check out my website for more updates!,Real
36101,3237,103,8.08,895,96,0,3,Check out my website for more updates!,Fake
4977,3718,140,3.81,966,99,0,4,Entrepreneur & lifestyle blogger,Real
11184,3056,146,8.05,768,90,0,6,Aspiring artist | Drawing my dreams,Fake
16696,804,85,8.08,673,2,0,9,Fitness enthusiast 💪 | Health advocate,Real
16304,903,446,8.76,824,57,0,2,Entrepreneur & lifestyle blogger,Real
32786,2871,325,8.59,481,19,0,7,Nature lover | Saving the planet 🌍,Fake
7938,4923,360,8.29,547,51,0,2,Aspiring artist | Drawing my dreams,Fake
19995,1440,109,6.49,387,58,0,5,Personal blog | Stay positive ✨,Real
23021,4880,256,8.66,169,15,0,2,Business inquiries? Contact below 👇,Fake
10579,598,286,6.49,63,15,0,5,Check out my website for more updates!,Real
15840,430,23,7.73,297,50,0,6,Digital nomad living my best life 🌴,Real
27774,3733,145,2.82,827,74,0,7,Business inquiries? Contact below 👇,Real
23089,3771,215,0.22,719,67,0,5,Follow for daily inspiration 🌟,Real
31214,3365,9,7.48,47,92,0,6,Love exploring new places 🌎,Real
20484,793,436,3.08,84,84,0,10,Aspiring artist | Drawing my dreams,Real
24782,4337,17,5.35,114,18,0,2,Passionate traveler and food lover,Real
19706,3564,378,9.3,6,47,0,10,Follow for daily inspiration 🌟,Real
23499,3749,112,0.04,732,70,0,2,Sharing moments from my journey,Fake
46767,270,93,4.95,648,1,1,2,Fitness enthusiast 💪 | Health advocate,Fake
18252,851,256,0.15,828,43,0,8,Entrepreneur & lifestyle blogger,Real
2452,2395,406,3.04,685,93,1,3,Entrepreneur & lifestyle blogger,Fake
25792,4381,238,6.84,558,70,0,6,Aspiring artist | Drawing my dreams,Real
38771,3717,475,8.69,869,12,0,3,Love exploring new places 🌎,Fake
23117,587,244,2.97,936,73,0,6,Love exploring new places 🌎,Fake
2278,3443,207,9.23,165,57,0,10,Love exploring new places 🌎,Real
38364,4978,332,9.26,10,51,0,5,Nature lover | Saving the planet 🌍,Real
41224,590,172,0.98,312,40,0,9,DM for collaborations or inquiries!,Real
1925,644,142,1.06,680,6,0,5,Fitness enthusiast 💪 | Health advocate,Real
49234,4468,307,2.04,514,31,0,8,Business inquiries? Contact below 👇,Real
21756,1691,286,0.96,19,43,0,2,Check out my website for more updates!,Real
26397,1347,262,6.65,605,44,0,7,Aspiring artist | Drawing my dreams,Real
5792,4897,391,2.25,749,61,0,7,Personal blog | Stay positive ✨,Fake
13844,1602,322,9.86,874,80,0,7,DM for collaborations or inquiries!,Fake
34197,4706,117,2.25,466,22,0,9,Sharing moments from my journey,Fake
32456,1376,288,0.95,508,42,0,8,Personal blog | Stay positive ✨,Real
39201,2693,89,8.36,607,35,0,6,Passionate traveler and food lover,Fake
2629,2131,83,1.16,864,90,0,8,Photographer and content creator 📸,Real
48294,3892,63,0.14,866,45,0,2,Sharing moments from my journey,Real
15786,3638,473,5.61,993,42,0,9,Business inquiries? Contact below 👇,Fake
30288,3251,483,3.63,444,59,0,8,Personal blog | Stay positive ✨,Real
37821,3276,421,6.42,553,34,0,5,Digital nomad living my best life 🌴,Real
7331,1220,452,2.08,227,87,1,1,Passionate traveler and food lover,Fake
29272,1188,32,2.25,220,15,0,5,Digital nomad living my best life 🌴,Real
47336,61,125,3.48,60,62,0,9,Nature lover | Saving the planet 🌍,Real
31035,84,105,0.6,723,47,0,7,Passionate traveler and food lover,Real
46923,3364,420,6.4,763,77,0,7,Sharing moments from my journey,Fake
27464,1143,417,4.97,461,2,0,9,Personal blog | Stay positive ✨,Real
13539,3055,352,4.46,837,4,0,2,Personal blog | Stay positive ✨,Fake
28234,1329,290,9.19,805,94,0,8,Personal blog | Stay positive ✨,Fake
8867,2257,229,7.97,461,87,1,1,Business inquiries? Contact below 👇,Fake
5437,4056,9,6.34,770,11,0,8,Digital nomad living my best life 🌴,Real
42421,2764,156,7.67,791,82,0,7,Aspiring artist | Drawing my dreams,Real
7749,1265,323,4.25,926,28,0,2,Sharing moments from my journey,Real
17570,1456,271,6.1,922,65,0,6,Personal blog | Stay positive ✨,Fake
37021,2684,196,0.78,385,20,0,9,Photographer and content creator 📸,Fake
10962,125,458,6.7,332,13,1,3,Love exploring new places 🌎,Fake
20172,2729,204,3.12,432,32,0,7,Love exploring new places 🌎,Real
44175,2639,490,6.09,201,57,0,5,Aspiring artist | Drawing my dreams,Real
16468,4183,459,6.31,896,72,0,8,Follow for daily inspiration 🌟,Real
33562,1851,414,0.14,122,32,0,6,Nature lover | Saving the planet 🌍,Real
48207,540,429,2.29,925,20,0,4,Passionate traveler and food lover,Real
32650,2908,201,3.67,833,24,0,2,Personal blog | Stay positive ✨,Real
593,800,406,6.33,394,95,0,5,Fitness enthusiast 💪 | Health advocate,Fake
30316,2677,425,5.47,994,59,1,4,Love exploring new places 🌎,Fake
39248,956,161,5.88,38,41,1,2,Love exploring new places 🌎,Real
3314,1874,332,4.71,949,60,0,6,Digital nomad living my best life 🌴,Real
7889,930,354,8.08,274,99,0,1,Digital nomad living my best life 🌴,Real
43742,4458,466,2.64,530,73,0,5,Digital nomad living my best life 🌴,Real
12006,4161,135,8.37,778,22,0,5,Follow for daily inspiration 🌟,Real
25801,2103,245,9.33,439,5,0,9,Follow for daily inspiration 🌟,Real
28611,4106,235,1.6,260,31,0,10,Love exploring new places 🌎,Real
39453,3480,166,6.93,712,43,0,6,DM for collaborations or inquiries!,Real
35657,4770,128,5.86,217,7,0,5,Entrepreneur & lifestyle blogger,Fake
11036,1537,188,0.22,344,59,0,2,Personal blog | Stay positive ✨,Fake
23000,248,94,7.47,123,5,0,8,Digital nomad living my best life 🌴,Fake
48398,2471,157,5.85,541,85,0,4,Photographer and content creator 📸,Fake
31732,1239,392,0.74,97,39,0,8,Personal blog | Stay positive ✨,Real
49272,2152,56,7.82,690,16,0,7,Sharing moments from my journey,Real
18617,4598,261,9.4,868,61,0,8,Entrepreneur & lifestyle blogger,Real
47316,3542,288,9.33,997,77,0,7,DM for collaborations or inquiries!,Real
40763,3684,1,3.71,140,25,0,2,Love exploring new places 🌎,Real
33637,2047,231,6.46,812,54,0,5,Love exploring new places 🌎,Real
42471,1259,117,7.89,211,23,0,5,Passionate traveler and food lover,Real
32296,2512,299,7.23,379,49,0,6,Foodie | Reviews and recipes,Fake
35445,2020,31,6.97,133,94,0,9,Passionate traveler and food lover,Real
9985,3638,24,5.55,392,57,1,2,Passionate traveler and food lover,Fake
8536,293,304,2.6,510,52,0,2,Love exploring new places 🌎,Real
2466,3246,100,1.21,621,98,0,10,DM for collaborations or inquiries!,Fake
7194,1114,334,3.13,800,62,1,3,Personal blog | Stay positive ✨,Fake
11059,3002,317,1.76,764,8,0,4,Follow for daily inspiration 🌟,Real
3016,842,31,6.29,845,86,0,1,Follow for daily inspiration 🌟,Real
46723,3977,220,3.08,842,44,0,8,Business inquiries? Contact below 👇,Real
1700,2222,37,1.09,434,23,0,4,Follow for daily inspiration 🌟,Fake
43335,1667,407,5.85,971,63,0,4,Follow for daily inspiration 🌟,Fake
4866,899,139,0.43,244,91,1,9,Fitness enthusiast 💪 | Health advocate,Fake
38773,2469,369,9.37,6,61,0,5,Business inquiries? Contact below 👇,Real
11733,38,278,1.75,137,76,0,6,Nature lover | Saving the planet 🌍,Fake
17789,2261,68,8.71,203,99,0,3,Sharing moments from my journey,Fake
25341,4083,167,0.99,379,13,1,1,Personal blog | Stay positive ✨,Fake
31669,2119,104,8.24,35,77,0,6,Digital nomad living my best life 🌴,Fake
25812,1737,486,5.05,343,45,1,8,Sharing moments from my journey,Fake
40757,2872,151,1.39,476,40,0,9,Sharing moments from my journey,Real
33921,503,294,4.82,412,17,0,7,Nature lover | Saving the planet 🌍,Fake
30706,1919,49,0.59,859,20,0,6,Nature lover | Saving the planet 🌍,Real
33911,2167,167,8.3,459,82,0,4,Sharing moments from my journey,Fake
39323,1036,98,7.22,181,99,0,3,Passionate traveler and food lover,Fake
46617,4611,145,5.62,287,1,0,2,Nature lover | Saving the planet 🌍,Fake
33770,2695,278,5.96,145,65,0,11,Digital nomad living my best life 🌴,Real
47537,899,146,5.69,754,99,0,5,Fitness enthusiast 💪 | Health advocate,Real
10911,3490,98,8.45,890,81,0,7,Love exploring new places 🌎,Real
41250,3417,411,1.55,729,19,0,2,Nature lover | Saving the planet 🌍,Real
27665,3016,117,7.08,189,42,0,11,Foodie | Reviews and recipes,Fake
17968,883,224,5.73,62,64,0,8,Passionate traveler and food lover,Fake
28903,141,434,0.39,102,11,0,9,Fitness enthusiast 💪 | Health advocate,Real
12342,2582,106,7.92,352,76,0,10,Personal blog | Stay positive ✨,Real
31149,4189,250,1.32,845,1,0,9,DM for collaborations or inquiries!,Real
14531,3199,110,1.21,233,9,0,4,Photographer and content creator 📸,Real
5521,3208,489,2.22,96,50,0,3,Personal blog | Stay positive ✨,Real
20756,1377,443,4.38,801,62,0,7,Entrepreneur & lifestyle blogger,Fake
2985,660,7,0.54,962,0,0,9,DM for collaborations or inquiries!,Fake
3213,4607,77,9.78,855,29,1,9,Business inquiries? Contact below 👇,Fake
17937,1975,349,9.73,671,76,0,8,Personal blog | Stay positive ✨,Real
26600,486,101,0.64,98,11,0,2,Digital nomad living my best life 🌴,Fake
32320,565,297,7.67,747,10,0,11,Love exploring new places 🌎,Real
23462,449,345,8.74,839,50,0,6,Nature lover | Saving the planet 🌍,Real
44693,3823,283,9.6,394,3,0,2,DM for collaborations or inquiries!,Fake
37951,2728,97,3.53,762,91,0,5,DM for collaborations or inquiries!,Real
44744,805,302,9.81,40,69,0,9,Personal blog | Stay positive ✨,Real
34024,1376,179,5.48,881,75,0,7,Digital nomad living my best life 🌴,Fake
38772,4616,329,4.35,319,21,0,8,Digital nomad living my best life 🌴,Fake
3409,1601,355,8.52,448,26,0,9,Follow for daily inspiration 🌟,Real
10384,4843,186,6.56,302,10,0,6,Follow for daily inspiration 🌟,Real
3314,2098,13,9.18,70,94,0,1,Foodie | Reviews and recipes,Fake
28915,1645,336,9.74,624,20,0,10,Fitness enthusiast 💪 | Health advocate,Fake
9379,4390,271,4.48,663,10,0,2,Follow for daily inspiration 🌟,Real
11866,4885,319,8.33,192,15,0,4,Love exploring new places 🌎,Real
12957,336,159,9.35,725,22,0,6,DM for collaborations or inquiries!,Real
31456,2881,62,8.57,443,94,0,10,Aspiring artist | Drawing my dreams,Fake
37680,2561,2,1.49,886,52,0,2,DM for collaborations or inquiries!,Real
49424,2912,406,2.78,636,21,0,9,Digital nomad living my best life 🌴,Real
48518,1227,7,0.91,955,89,0,8,Foodie | Reviews and recipes,Fake
17402,1451,191,4.38,497,80,0,4,Nature lover | Saving the planet 🌍,Fake
16991,2892,11,9.91,531,56,0,8,DM for collaborations or inquiries!,Real
19358,2091,85,9.05,337,64,0,10,Sharing moments from my journey,Fake
42929,4115,220,8.57,188,95,0,4,Follow for daily inspiration 🌟,Fake
39094,4422,27,4.33,817,20,0,9,Passionate traveler and food lover,Fake
1055,4729,17,0.38,776,73,0,3,Sharing moments from my journey,Fake
47669,948,87,2.0,513,53,1,2,DM for collaborations or inquiries!,Real
16616,224,219,5.63,357,38,0,6,Photographer and content creator 📸,Fake
41597,2108,454,6.25,482,26,0,10,Love exploring new places 🌎,Fake
42204,1872,437,3.67,190,94,0,11,Digital nomad living my best life 🌴,Fake
34413,3448,310,4.35,366,52,0,4,Digital nomad living my best life 🌴,Fake
43500,1168,134,1.41,687,76,0,5,Entrepreneur & lifestyle blogger,Real
27375,2806,31,0.71,406,41,0,3,Photographer and content creator 📸,Real
44377,3759,312,3.13,932,57,0,10,Fitness enthusiast 💪 | Health advocate,Real
32400,3188,291,6.41,258,42,0,8,DM for collaborations or inquiries!,Fake
13784,4807,477,6.11,552,2,0,3,Fitness enthusiast 💪 | Health advocate,Real
45255,2237,133,9.96,754,17,0,7,Business inquiries? Contact below 👇,Real
34275,2733,194,3.9,432,20,0,6,Sharing moments from my journey,Real
45525,4298,439,1.95,394,68,0,7,Photographer and content creator 📸,Fake
42098,3511,369,4.26,412,70,0,3,Business inquiries? Contact below 👇,Fake
30906,1204,273,9.92,352,79,0,11,Business inquiries? Contact below 👇,Real
41485,3944,491,3.92,767,9,0,6,Passionate traveler and food lover,Fake
28490,729,163,5.6,629,55,0,3,Passionate traveler and food lover,Fake
35919,2544,188,2.25,600,45,0,7,DM for collaborations or inquiries!,Real
33194,2560,468,9.58,895,27,0,2,Follow for daily inspiration 🌟,Real
2125,4813,388,8.89,914,69,0,7,Love exploring new places 🌎,Real
12249,324,464,9.46,234,70,0,2,Check out my website for more updates!,Real
47727,2364,25,9.41,284,88,0,3,Photographer and content creator 📸,Fake
14404,4273,332,6.22,327,59,0,11,Nature lover | Saving the planet 🌍,Fake
16459,3062,63,8.6,111,59,0,7,Aspiring artist | Drawing my dreams,Real
12830,4431,359,6.85,180,97,0,3,Foodie | Reviews and recipes,Real
42777,4623,429,8.69,25,34,0,1,Entrepreneur & lifestyle blogger,Fake
3112,4514,184,4.33,804,39,0,10,Foodie | Reviews and recipes,Fake
32501,1871,300,6.05,529,92,0,1,Aspiring artist | Drawing my dreams,Real
2521,2786,403,0.1,219,22,1,11,Follow for daily inspiration 🌟,Fake
4590,249,121,1.23,540,99,0,3,Passionate traveler and food lover,Fake
41885,3374,45,5.13,2,70,0,11,Aspiring artist | Drawing my dreams,Fake
27468,860,141,7.64,450,73,0,5,Passionate traveler and food lover,Real
48079,197,373,0.96,54,52,0,5,Check out my website for more updates!,Fake
444,4897,127,4.19,850,71,0,5,Check out my website for more updates!,Fake
603,1547,321,2.62,775,62,0,11,Follow for daily inspiration 🌟,Real
17998,3384,248,3.68,508,53,0,9,Foodie | Reviews and recipes,Real
15136,4488,483,3.42,545,35,0,4,Personal blog | Stay positive ✨,Real
41335,1352,290,5.82,843,44,1,5,Sharing moments from my journey,Real
49980,126,87,3.98,509,81,0,6,Love exploring new places 🌎,Real
32873,2330,356,5.97,654,98,0,7,DM for collaborations or inquiries!,Fake
40764,1532,45,6.8,856,72,0,7,Love exploring new places 🌎,Fake
43346,769,190,8.37,864,76,0,7,Sharing moments from my journey,Real
27982,3490,182,9.38,738,82,0,6,Passionate traveler and food lover,Real
26117,3749,32,8.35,95,60,0,2,Business inquiries? Contact below 👇,Real
27069,1685,424,8.7,499,49,0,7,Personal blog | Stay positive ✨,Fake
30088,4979,124,4.24,909,41,0,9,Passionate traveler and food lover,Fake
5967,2957,148,4.64,817,85,0,4,Sharing moments from my journey,Real
40179,679,53,9.95,294,98,1,3,Fitness enthusiast 💪 | Health advocate,Real
34113,1117,334,0.75,219,3,0,8,Aspiring artist | Drawing my dreams,Real
27448,1496,238,2.39,399,46,0,10,Love exploring new places 🌎,Fake
42910,154,494,4.17,77,92,0,8,Check out my website for more updates!,Real
39918,564,190,5.09,688,17,0,6,Photographer and content creator 📸,Fake
37098,1337,438,9.26,592,45,0,5,Aspiring artist | Drawing my dreams,Fake
44008,4258,187,5.49,512,44,0,9,Sharing moments from my journey,Fake
34438,1764,377,9.23,807,98,0,3,Personal blog | Stay positive ✨,Real
17116,142,434,9.01,926,99,0,11,Business inquiries? Contact below 👇,Real
5393,4687,250,6.15,96,40,0,11,Sharing moments from my journey,Real
45826,3079,387,5.84,60,57,0,7,Digital nomad living my best life 🌴,Real
18800,855,92,4.58,558,44,0,2,Aspiring artist | Drawing my dreams,Fake
48436,4461,50,0.85,144,11,0,3,Business inquiries? Contact below 👇,Fake
26819,4262,292,7.58,724,48,0,11,Check out my website for more updates!,Fake
20185,155,84,3.4,785,59,0,4,Photographer and content creator 📸,Real
14245,1899,317,4.58,622,71,0,6,Digital nomad living my best life 🌴,Real
1002,3729,215,5.01,238,83,0,4,Aspiring artist | Drawing my dreams,Real
41325,2500,60,0.56,442,24,0,3,Digital nomad living my best life 🌴,Real
9807,1086,246,9.69,405,17,1,2,Photographer and content creator 📸,Real
24087,1963,227,8.27,602,33,1,5,Entrepreneur & lifestyle blogger,Fake
48695,3604,399,6.12,781,56,0,10,Follow for daily inspiration 🌟,Real
41449,1516,383,1.85,665,32,0,8,Personal blog | Stay positive ✨,Fake
25291,2056,116,5.93,211,66,0,3,Personal blog | Stay positive ✨,Fake
43210,4000,460,0.38,250,41,0,6,Aspiring artist | Drawing my dreams,Fake
9913,3039,13,4.04,887,54,0,2,Love exploring new places 🌎,Real
22849,458,282,9.01,828,94,0,10,Check out my website for more updates!,Real
23149,2470,84,5.43,190,68,0,11,Love exploring new places 🌎,Fake
24391,304,362,7.54,270,12,0,3,DM for collaborations or inquiries!,Real
40563,1940,168,2.81,991,59,0,9,Sharing moments from my journey,Real
9077,879,5,2.53,944,57,0,4,Entrepreneur & lifestyle blogger,Real
12245,2947,57,0.43,449,97,1,6,Sharing moments from my journey,Fake
22248,1319,325,4.5,808,27,0,4,Personal blog | Stay positive ✨,Real
8352,1980,8,5.16,647,27,0,7,Business inquiries? Contact below 👇,Real
2729,1731,87,4.99,389,44,0,10,DM for collaborations or inquiries!,Fake
319,3012,325,1.88,386,73,0,6,Aspiring artist | Drawing my dreams,Fake
40015,1945,293,7.17,923,60,0,4,Aspiring artist | Drawing my dreams,Fake
27691,3811,496,0.04,60,3,1,11,Fitness enthusiast 💪 | Health advocate,Real
19988,2093,6,9.89,595,23,0,4,Aspiring artist | Drawing my dreams,Fake
40477,3603,197,8.68,482,68,0,3,Sharing moments from my journey,Real
442,549,188,7.92,104,73,0,4,Check out my website for more updates!,Fake
20091,4250,328,9.13,291,1,0,10,Nature lover | Saving the planet 🌍,Real
49771,2643,139,3.59,110,55,0,4,Check out my website for more updates!,Fake
15128,4541,476,7.18,991,47,0,6,Follow for daily inspiration 🌟,Fake
40051,1840,167,3.74,141,81,0,10,Check out my website for more updates!,Real
38714,106,318,6.15,732,14,0,5,Nature lover | Saving the planet 🌍,Real
3574,1305,167,5.76,439,12,1,7,Aspiring artist | Drawing my dreams,Fake
8429,228,393,7.64,720,35,0,10,Photographer and content creator 📸,Real
7593,2780,354,0.87,714,71,0,2,Aspiring artist | Drawing my dreams,Real
15876,1506,483,4.42,891,72,0,2,Foodie | Reviews and recipes,Fake
45441,354,268,1.72,576,9,0,6,Foodie | Reviews and recipes,Fake
49373,4260,70,0.46,287,64,0,6,DM for collaborations or inquiries!,Real
31828,966,403,5.36,187,84,0,9,Passionate traveler and food lover,Real
3636,566,94,3.33,553,75,0,7,DM for collaborations or inquiries!,Real
12169,3643,248,2.71,721,42,0,6,Digital nomad living my best life 🌴,Fake
9716,1523,67,6.94,663,37,0,2,Digital nomad living my best life 🌴,Real
46733,3838,12,0.51,744,73,0,2,DM for collaborations or inquiries!,Fake
10666,2883,75,9.83,333,81,0,6,Digital nomad living my best life 🌴,Real
41126,4295,119,3.72,136,52,1,8,Entrepreneur & lifestyle blogger,Real
17334,3317,165,6.4,991,50,0,2,Entrepreneur & lifestyle blogger,Fake
28264,783,334,0.04,174,81,0,8,Sharing moments from my journey,Real
23418,772,168,3.04,956,60,0,7,Follow for daily inspiration 🌟,Fake
